datetimestamp,gameid,x_cord,y_cord,points,direction,speed
2019-10-20 21:37:29,77,32,46,984,305,4
2019-12-21 16:31:41,89,76,80,180,101,3
2019-03-23 09:04:12,18,75,80,361,304,1
2019-02-02 10:25:21,95,76,24,756,77,2
2019-01-28 19:08:37,12,70,83,694,44,8
2019-05-11 23:27:28,53,31,44,261,141,4
2019-08-02 21:22:52,55,79,88,329,14,1
2019-02-26 10:04:59,24,53,74,356,206,7
2019-11-29 06:02:23,84,61,70,84,230,1
2019-05-13 11:25:46,79,64,65,140,319,3
2019-12-17 16:01:36,48,83,90,140,206,5
2019-12-28 23:34:15,43,71,17,700,53,4
2019-05-08 21:16:05,44,33,68,581,357,9
2019-12-08 22:41:23,47,53,46,968,163,2
2019-07-01 11:04:17,22,56,79,789,344,8
2019-02-26 17:13:18,79,45,45,785,193,4
2019-12-14 16:20:07,43,49,51,668,163,5
2019-03-03 14:20:46,84,69,57,948,346,8
2019-11-23 02:02:51,59,61,52,974,51,9
2019-12-26 05:52:01,78,77,87,348,69,6
2019-08-08 14:03:29,92,63,58,322,9,6
2019-05-26 22:47:41,70,38,81,168,98,4
2019-04-09 00:27:25,90,75,67,987,78,1
2019-10-24 19:32:08,75,88,71,57,14,0
2019-01-23 14:04:24,80,29,44,646,302,0
2019-10-04 10:11:27,29,80,25,620,133,1
2019-10-03 09:58:08,85,95,51,101,224,8
2019-01-05 07:10:22,20,41,22,464,69,0
2019-03-26 23:19:37,92,79,98,368,38,4
2019-04-14 06:23:36,2,47,77,133,207,0
2019-09-20 04:37:20,96,35,91,978,273,5
2019-10-01 08:24:23,37,71,35,958,245,4
2019-08-01 00:42:51,87,60,45,766,244,3
2019-01-24 15:59:23,10,59,91,190,52,1
2019-11-17 12:25:01,95,83,74,414,205,2
2019-08-08 01:19:41,57,76,88,550,138,8
2019-10-18 08:18:34,35,62,15,912,208,0
2019-06-29 04:24:53,21,80,66,268,166,0
2019-04-19 01:26:16,68,50,49,381,49,1
2019-04-20 06:34:18,29,55,44,715,252,4
2019-10-27 07:56:17,69,82,18,690,272,2
2019-05-31 22:42:24,84,92,64,651,84,3
2019-09-04 09:37:11,65,89,20,162,18,7
2019-07-23 14:50:09,51,16,82,367,116,4
2019-04-05 20:07:28,36,72,86,970,294,0
2019-01-02 06:55:14,75,83,55,866,21,1
2019-02-03 02:09:49,38,95,93,335,263,0
2019-11-05 11:59:35,13,51,91,248,177,7
2019-06-26 00:35:53,11,78,45,153,49,4
2019-04-19 06:55:59,30,87,56,270,69,9
2019-08-09 07:29:12,3,75,38,256,88,3
2019-02-21 00:02:12,41,76,82,362,318,3
2019-01-10 03:06:22,31,28,33,426,160,8
2019-02-22 18:01:17,80,80,63,998,36,9
2019-07-16 08:13:05,78,33,85,518,227,6
2019-07-25 22:29:09,24,58,94,383,106,9
2019-12-13 13:54:19,46,64,40,651,128,0
2019-03-13 05:49:05,46,65,64,640,179,2
2019-11-16 22:42:04,69,45,36,952,196,4
2019-08-08 17:31:08,89,36,96,517,163,9
2019-05-11 19:30:53,58,74,31,523,186,4
2019-04-05 01:46:16,61,44,71,292,65,1
2019-09-27 23:31:04,52,29,63,213,72,3
2019-01-27 01:57:01,43,79,68,525,37,7
2019-05-05 09:53:19,91,4,38,19,166,5
2019-07-20 08:26:30,31,36,66,10,212,1
2019-06-06 02:58:04,29,66,96,308,185,9
2019-11-09 12:34:52,70,73,83,984,339,8
2019-10-23 19:22:54,0,85,58,861,279,2
2019-06-20 05:11:18,2,66,50,919,213,8
2019-06-25 02:18:37,73,72,87,483,169,3
2019-05-16 13:44:57,14,55,98,228,155,4
2019-01-27 22:43:35,88,14,40,492,64,9
2019-11-11 23:55:05,80,37,7,810,85,7
2019-05-28 22:10:16,49,74,75,910,174,2
2019-03-18 07:15:12,53,31,84,450,321,7
2019-08-04 20:38:23,11,53,86,911,132,0
2019-09-06 18:41:09,25,43,11,171,65,0
2019-11-30 00:20:31,29,80,92,733,205,4
2019-04-07 07:21:29,59,74,66,568,289,4
2019-07-19 04:31:23,10,95,38,795,320,4
2019-08-31 16:02:02,64,94,87,52,287,7
2019-06-13 23:47:17,81,86,58,519,127,5
2019-01-05 13:27:38,39,41,92,131,180,1
2019-06-04 20:16:08,74,60,95,728,315,7
2019-09-16 19:17:47,85,63,95,614,98,5
2019-03-26 08:59:43,60,93,73,842,124,6
2019-07-07 11:35:30,85,84,46,741,154,1
2019-03-13 09:36:37,82,87,90,227,35,1
2019-12-23 09:23:31,76,81,94,240,219,1
2019-12-19 19:25:14,30,90,36,953,181,9
2019-09-01 02:13:11,15,34,9,54,29,7
2019-05-31 02:27:41,40,93,73,533,57,7
2019-07-16 00:35:48,94,71,6,681,166,9
2019-08-31 01:48:37,6,69,87,702,207,1
2019-01-25 09:48:05,59,15,42,624,160,5
2019-08-28 23:30:08,34,50,28,175,329,7
2019-08-22 13:49:30,42,54,54,968,14,9
2019-09-07 14:51:41,17,53,42,570,227,3
2019-11-06 12:34:53,57,11,67,960,346,5
2019-05-27 09:27:35,60,71,91,712,132,1
2019-07-10 10:13:13,59,76,24,499,156,6
2019-08-18 22:05:42,58,69,49,403,7,2
2019-10-01 02:21:41,13,13,94,479,237,9
2019-03-30 14:54:25,35,52,52,48,198,2
2019-05-12 13:26:46,87,68,97,783,63,0
2019-02-02 03:46:42,20,60,24,158,107,4
2019-11-05 13:00:29,75,78,41,612,210,8
2019-05-03 03:04:49,91,33,96,417,315,3
2019-08-08 17:28:26,1,90,92,222,134,6
2019-02-20 22:20:08,11,80,56,876,243,4
2019-08-15 22:49:22,53,45,90,519,249,6
2019-11-26 08:01:57,66,61,83,799,316,0
2019-01-21 21:26:26,63,13,42,998,196,0
2019-05-06 10:20:49,4,96,27,324,113,7
2019-01-27 08:06:31,37,63,88,242,257,7
2019-06-30 14:47:25,8,41,83,980,181,4
2019-06-23 12:27:52,79,59,83,111,1,9
2019-06-29 01:53:02,53,82,97,350,75,6
2019-11-08 11:52:39,85,43,77,623,334,0
2019-10-25 13:33:46,3,53,95,504,75,5
2019-12-13 17:04:35,9,55,93,216,82,6
2019-09-03 07:58:23,58,34,45,371,247,5
2019-12-14 02:09:58,96,53,43,547,176,9
2019-05-10 05:06:56,0,65,30,394,72,1
2019-05-12 15:55:18,64,66,54,989,323,6
2019-07-30 10:51:15,94,61,98,348,53,9
2019-05-07 13:18:13,79,84,30,206,354,8
2019-07-05 12:28:50,25,74,78,148,139,1
2019-04-27 13:40:21,14,54,55,102,263,3
2019-06-08 18:05:32,20,53,63,275,277,1
2019-07-25 02:09:06,2,68,58,103,291,1
2019-11-03 09:52:19,60,40,59,656,251,3
2019-07-31 01:49:38,86,42,82,285,17,2
2019-12-25 00:53:58,78,14,84,443,72,9
2019-11-24 11:37:02,64,62,52,106,185,1
2019-05-02 10:09:36,64,59,98,237,185,7
2019-03-12 08:53:43,7,67,92,904,13,6
2019-08-12 23:22:25,54,46,74,394,58,6
2019-06-28 19:59:50,3,91,79,202,341,9
2019-04-15 00:40:11,85,53,39,90,303,9
2019-08-08 16:14:25,39,46,97,558,152,5
2019-07-03 12:25:23,93,49,39,514,313,8
2019-12-23 05:41:25,59,43,24,610,65,9
2019-12-04 10:26:51,96,98,64,121,225,0
2019-12-06 02:07:34,39,35,89,304,349,0
2019-02-16 12:17:15,58,71,86,885,229,9
2019-10-15 22:25:08,81,88,85,186,213,3
2019-09-21 08:24:09,20,75,45,150,192,0
2019-07-28 10:06:59,44,59,30,245,66,3
2019-05-19 23:33:50,1,96,24,853,171,7
2019-09-08 22:49:46,44,41,81,432,7,5
2019-08-18 00:59:34,56,54,83,527,43,3
2019-07-04 00:40:23,15,34,66,799,327,0
2019-09-10 03:21:04,84,27,79,215,257,5
2019-12-17 20:10:38,60,90,36,719,198,7
2019-12-31 09:05:26,81,42,51,788,118,8
2019-01-03 01:12:59,1,26,59,177,180,0
2019-11-11 11:18:27,47,11,66,199,182,5
2019-06-06 02:29:20,19,90,88,591,329,6
2019-12-10 15:48:17,25,73,92,68,326,9
2019-11-29 11:56:32,57,35,56,496,1,0
2019-08-12 18:02:02,47,51,38,828,23,3
2019-09-18 16:44:35,7,81,41,279,208,6
2019-07-31 14:10:52,34,44,84,707,337,5
2019-06-12 21:26:17,20,89,55,576,15,7
2019-10-07 12:07:47,8,60,58,503,257,4
2019-06-14 18:11:47,17,82,35,775,84,0
2019-01-22 00:49:32,15,77,29,886,35,3
2019-05-09 19:58:14,12,60,61,528,84,6
2019-04-15 12:52:17,69,79,64,582,164,5
2019-05-24 10:57:29,29,21,83,34,346,9
2019-08-07 19:49:48,17,79,62,884,0,1
2019-02-21 11:05:03,72,8,96,717,80,1
2019-02-19 23:14:32,37,58,53,906,305,1
2019-01-16 17:38:41,58,73,89,940,336,7
2019-11-05 03:29:08,53,79,96,235,63,5
2019-04-03 07:52:41,21,22,66,578,280,1
2019-02-13 09:23:15,95,79,95,13,72,2
2019-05-05 14:48:13,43,48,50,623,185,2
2019-09-08 10:59:33,10,73,80,431,296,1
2019-12-03 19:50:24,15,82,2,260,342,8
2019-06-16 04:51:03,23,94,36,478,336,6
2019-10-04 10:20:51,82,82,88,160,35,8
2019-11-17 03:16:27,19,80,64,9,53,3
2019-03-02 02:51:03,43,67,33,954,212,8
2019-09-17 19:17:20,83,92,96,391,244,0
2019-06-30 17:27:14,11,13,80,275,242,8
2019-09-25 23:42:51,57,31,64,345,271,9
2019-08-11 18:34:46,22,78,66,415,200,3
2019-12-03 12:21:28,62,44,26,807,324,5
2019-09-10 10:11:30,90,72,95,425,196,1
2019-04-15 05:46:17,3,54,73,612,318,0
2019-11-29 03:11:35,92,19,80,167,48,7
2019-07-04 16:07:04,81,81,57,985,292,1
2019-11-28 07:15:07,74,75,89,497,66,4
2019-08-15 09:26:50,85,47,45,641,230,8
2019-04-18 03:19:43,21,51,80,771,154,0
2019-09-22 07:50:27,92,83,73,856,339,8
2019-07-06 06:40:15,86,52,51,252,343,1
2019-12-15 17:37:31,77,62,53,151,209,0
2019-02-25 20:09:10,12,88,84,535,181,6
2019-01-09 00:41:26,31,20,60,318,357,9
2019-05-04 07:37:12,7,74,87,958,185,4
2019-07-04 06:57:04,3,93,77,988,212,7
2019-11-26 20:55:09,58,95,48,755,226,1
2019-05-17 00:50:01,9,66,75,924,236,1
2019-11-03 06:50:23,79,57,15,931,211,9
2019-02-16 02:18:37,88,35,49,846,122,1
2019-11-08 02:51:25,10,84,52,750,247,3
2019-12-23 12:21:47,6,97,36,459,327,5
2019-11-18 05:47:18,20,62,31,878,164,3
2019-10-12 08:31:27,0,65,90,370,179,0
2019-11-28 01:18:34,7,48,48,430,94,1
2019-08-29 16:28:09,13,79,44,702,113,6
2019-10-20 01:08:22,6,31,74,954,158,7
2019-07-31 17:47:18,45,86,85,765,42,8
2019-01-24 10:50:47,72,83,92,576,226,7
2019-03-30 08:17:51,31,80,27,826,59,2
2019-02-05 03:15:59,34,35,91,160,332,6
2019-11-27 22:12:00,59,89,58,296,102,5
2019-07-31 23:33:30,54,58,33,252,148,6
2019-06-25 04:16:13,43,66,80,518,83,2
2019-05-20 17:21:33,45,69,56,433,59,0
2019-11-27 17:22:55,96,91,89,56,181,1
2019-11-20 04:22:28,19,79,70,523,221,6
2019-07-28 15:11:34,18,69,46,670,255,6
2019-01-05 15:17:23,96,51,29,998,88,4
2019-07-11 00:35:18,91,86,74,602,46,5
2019-06-21 09:59:20,99,22,77,899,44,6
2019-12-07 18:16:06,6,62,17,340,255,0
2019-10-14 21:39:29,32,88,46,694,199,4
2019-10-05 10:22:52,96,40,17,759,275,6
2019-10-22 18:49:52,50,41,51,852,66,1
2019-09-27 11:27:41,71,91,66,134,73,8
2019-05-26 23:58:48,81,50,93,801,120,9
2019-06-02 11:28:41,92,62,96,465,223,6
2019-01-22 09:55:47,90,72,97,467,78,0
2019-04-05 15:34:41,40,31,66,308,154,3
2019-07-16 19:14:10,16,84,86,577,132,1
2019-07-21 12:57:35,94,40,75,430,118,7
2019-10-27 00:11:47,89,26,66,587,230,1
2019-07-19 07:53:48,76,68,96,278,180,2
2019-03-18 17:22:42,98,73,94,747,247,2
2019-07-15 01:04:11,83,66,58,107,113,8
2019-01-09 04:22:01,30,72,50,402,264,2
2019-04-15 14:35:00,60,79,60,692,302,5
2019-07-21 15:39:29,71,50,76,364,221,6
2019-06-15 19:25:48,70,77,60,373,25,8
2019-05-12 04:02:58,78,62,89,232,80,6
2019-07-19 10:39:21,98,93,34,774,130,0
2019-11-24 16:13:30,13,44,75,302,109,2
2019-09-27 07:28:39,94,89,77,589,7,0
2019-07-26 03:53:30,89,64,1,707,280,6
2019-07-11 07:12:52,49,88,52,402,220,0
2019-09-10 16:56:34,29,43,82,972,131,6
2019-03-28 20:29:50,88,60,97,222,4,7
2019-10-23 01:16:27,90,60,24,232,54,3
2019-03-21 01:23:49,86,19,91,490,46,8
2019-03-12 06:41:21,89,81,29,76,257,2
2019-06-20 09:14:06,30,61,74,918,249,2
2019-06-27 21:52:04,48,85,68,778,183,4
2019-01-12 20:26:54,50,50,56,665,141,8
2019-04-27 21:28:31,7,39,75,1,82,6
2019-06-20 11:55:08,17,60,22,823,169,7
2019-05-05 13:46:37,49,78,56,785,359,6
2019-10-18 13:54:11,81,67,63,469,129,5
2019-11-30 16:30:32,69,58,87,657,275,8
2019-05-26 03:24:32,97,48,91,685,6,1
2019-07-03 12:30:22,55,62,41,141,105,5
2019-12-30 16:47:05,43,14,69,735,30,8
2019-03-15 10:01:52,38,36,72,990,129,7
2019-02-19 02:13:29,71,77,60,386,46,5
2019-02-21 21:46:01,92,82,98,531,248,1
2019-03-16 12:07:02,89,52,96,873,358,8
2019-10-04 15:46:13,89,75,58,172,287,9
2019-11-04 16:38:15,46,58,21,745,155,2
2019-01-07 01:10:36,26,38,17,285,129,3
2019-12-11 01:39:13,19,67,77,45,137,3
2019-11-27 20:46:00,68,85,45,659,176,0
2019-02-17 21:00:43,49,88,94,888,247,5
2019-09-17 23:30:27,94,74,85,724,10,0
2019-06-14 03:19:52,43,15,65,308,49,7
2019-08-26 14:28:10,46,86,44,89,75,1
2019-07-12 20:18:38,9,74,58,664,280,0
2019-07-28 01:22:40,72,16,97,545,3,6
2019-09-11 15:33:04,84,83,39,805,43,1
2019-12-31 22:12:45,46,92,53,70,94,1
2019-03-18 11:10:55,25,45,54,707,297,1
2019-07-07 22:29:57,76,61,44,277,348,9
2019-09-01 07:42:46,31,74,82,892,153,0
2019-11-12 23:50:54,40,14,94,862,250,8
2019-04-17 06:23:54,90,69,56,545,41,7
2019-08-17 06:08:27,12,76,90,39,170,7
2019-05-15 02:56:49,59,28,60,358,144,7
2019-08-02 18:19:50,79,71,68,647,222,4
2019-11-29 18:15:28,27,56,97,288,63,9
2019-06-28 05:09:59,66,75,35,167,300,6
2019-06-02 23:20:23,13,57,49,448,258,1
2019-09-16 13:55:59,34,78,67,916,314,4
2019-08-16 06:58:14,0,90,74,133,149,8
2019-05-27 22:52:56,38,93,84,132,69,7
2019-04-04 14:40:27,96,67,32,177,207,1
2019-06-27 09:03:42,94,66,70,622,76,1
2019-11-03 14:09:57,0,11,71,896,265,4
2019-04-20 03:56:56,31,93,66,439,271,4
2019-12-19 19:27:49,2,75,48,837,94,8
2019-09-12 02:45:14,56,26,82,723,62,8
2019-05-20 09:03:40,58,42,88,21,34,1
2019-01-11 09:08:48,62,75,97,520,130,3
2019-12-15 06:50:55,2,65,61,493,112,5
2019-02-03 03:43:10,97,75,95,917,235,6
2019-09-19 04:00:02,84,85,24,221,173,3
2019-08-14 00:19:57,43,32,98,909,344,3
2019-04-06 23:29:40,21,82,62,232,328,5
2019-07-10 01:45:48,20,90,56,873,197,1
2019-03-16 09:04:42,20,38,29,858,318,3
2019-09-11 12:46:20,16,71,69,775,180,0
2019-01-30 18:05:09,27,72,71,582,24,9
2019-05-22 02:51:34,88,62,93,934,39,5
2019-01-16 07:01:20,76,87,32,392,289,6
2019-12-31 12:12:55,63,86,52,338,45,8
2019-03-05 01:47:44,48,93,85,389,21,6
2019-08-18 10:01:33,54,47,3,358,339,6
2019-03-24 01:02:11,89,54,92,638,236,0
2019-05-10 13:40:44,53,83,32,325,180,3
2019-07-13 14:13:56,46,81,55,823,117,7
2019-12-08 03:42:51,44,67,35,932,42,2
2019-08-19 17:13:11,14,87,65,520,51,6
2019-06-04 04:19:24,39,60,62,780,181,5
2019-03-12 12:04:50,12,87,42,533,250,2
2019-07-24 17:32:14,63,68,70,772,266,1
2019-09-04 04:44:25,80,53,12,974,61,1
2019-01-08 08:25:53,3,50,73,672,134,8
2019-10-22 12:09:05,98,89,79,252,37,1
2019-07-14 07:03:35,6,76,87,145,62,3
2019-07-06 19:54:00,6,82,28,722,22,6
2019-03-19 04:24:46,43,23,45,296,68,2
2019-12-01 20:27:03,71,31,55,830,48,5
2019-03-06 05:05:44,65,66,75,43,316,5
2019-04-13 09:29:01,12,63,94,808,73,6
2019-07-18 19:59:38,72,60,94,75,97,3
2019-08-12 19:45:12,65,82,77,397,192,3
2019-03-05 12:26:08,63,1,30,836,208,5
2019-02-20 06:29:05,17,33,97,906,155,6
2019-06-21 04:41:07,76,73,75,715,287,2
2019-10-19 13:05:07,51,90,38,884,0,2
2019-06-15 00:17:35,73,42,54,829,189,0
2019-08-26 02:00:16,67,93,86,428,73,2
2019-11-10 08:20:36,50,93,89,982,171,3
2019-08-12 04:34:01,39,52,79,884,49,0
2019-12-31 00:13:13,66,44,60,891,358,9
2019-11-16 02:03:55,85,49,34,587,293,8
2019-11-01 09:18:44,76,58,77,674,336,0
2019-03-24 05:00:58,16,74,87,141,230,1
2019-05-29 00:52:11,9,78,70,962,299,6
2019-09-23 20:58:30,44,84,79,361,40,5
2019-07-31 18:23:14,8,77,44,837,269,5
2019-11-25 13:52:37,37,70,21,813,55,6
2019-09-15 15:15:11,56,60,86,180,359,0
2019-03-23 14:02:02,91,88,78,236,54,8
2019-01-27 08:03:58,66,86,36,190,186,3
2019-09-15 12:00:33,69,60,42,219,299,6
2019-12-14 15:07:58,37,44,85,229,152,6
2019-12-08 01:37:06,39,40,35,432,220,5
2019-03-08 06:33:01,53,63,92,220,122,8
2019-06-23 05:44:26,70,29,76,808,196,6
2019-10-15 02:30:34,79,89,47,232,203,3
2019-07-14 19:06:36,79,85,70,400,76,4
2019-10-10 08:11:58,57,44,10,579,248,5
2019-10-06 09:15:10,41,74,78,76,111,8
2019-04-09 10:20:05,70,21,59,81,45,6
2019-08-02 16:04:05,30,93,80,258,169,0
2019-09-03 13:34:21,85,61,57,688,134,6
2019-05-25 17:34:42,57,15,95,505,235,9
2019-01-16 00:50:49,8,92,22,438,1,8
2019-07-23 17:22:07,72,97,91,11,118,7
2019-12-05 02:01:07,96,84,56,933,116,3
2019-04-15 13:53:56,10,31,19,654,140,9
2019-04-11 08:04:36,32,26,11,761,60,0
2019-09-18 18:59:31,10,69,52,341,308,2
2019-08-09 13:48:31,21,69,91,108,69,2
2019-09-04 21:49:41,5,69,61,712,39,8
2019-02-27 07:12:03,36,69,69,938,193,7
2019-10-19 22:06:56,62,95,33,258,27,0
2019-12-14 08:52:18,57,82,65,918,171,1
2019-08-28 06:32:04,49,94,49,169,278,0
2019-08-22 13:08:35,31,42,70,244,197,3
2019-05-30 13:17:55,39,57,70,986,49,8
2019-03-07 22:28:43,92,75,95,111,37,0
2019-12-01 06:29:34,46,67,79,255,14,3
2019-07-07 03:41:18,10,3,43,119,303,9
2019-07-17 14:08:02,37,18,42,673,139,9
2019-04-20 01:45:41,16,90,92,380,168,8
2019-02-17 05:05:46,0,38,93,29,333,9
2019-09-14 02:55:29,20,87,41,786,346,6
2019-08-27 04:46:27,80,60,86,784,272,9
2019-05-16 23:07:12,10,60,49,933,355,7
2019-10-20 01:02:45,10,76,50,959,174,5
2019-10-11 09:06:51,66,94,72,628,216,7
2019-08-28 13:27:00,51,13,40,6,319,4
2019-05-01 10:13:15,45,59,63,837,55,1
2019-06-10 09:00:12,69,81,80,726,68,8
2019-11-12 09:30:35,80,56,83,799,281,9
2019-07-19 21:26:36,71,87,78,78,61,8
2019-02-12 06:53:20,35,75,60,499,348,5
2019-04-06 02:15:30,32,77,81,415,294,1
2019-09-26 14:19:46,44,71,52,527,187,6
2019-11-12 20:18:48,61,14,57,967,272,1
2019-08-05 10:32:35,14,80,78,428,161,5
2019-06-26 01:42:57,85,38,58,214,88,0
2019-01-07 20:58:43,61,49,32,792,358,3
2019-10-09 05:35:59,36,51,87,208,250,9
2019-08-23 12:07:46,61,37,54,980,88,0
2019-02-15 01:50:19,27,1,73,656,75,3
2019-05-29 11:18:00,25,60,93,653,111,8
2019-05-23 03:09:01,56,77,92,634,46,7
2019-10-01 09:35:56,83,44,92,254,25,0
2019-12-31 05:50:13,41,59,88,29,153,9
2019-09-08 11:06:40,60,27,69,842,168,0
2019-08-05 21:13:53,84,26,34,845,291,7
2019-11-21 03:30:48,42,45,29,1,231,6
2019-11-23 22:43:53,73,90,97,939,351,8
2019-01-31 02:22:50,41,1,95,509,80,1
2019-10-01 09:00:40,48,69,82,286,54,7
2019-02-28 03:22:34,88,59,58,201,9,3
2019-01-13 08:12:43,69,75,24,496,19,4
2019-01-10 23:30:21,29,85,41,144,199,8
2019-03-04 02:17:13,3,75,78,290,216,6
2019-06-21 13:27:18,38,84,54,952,287,0
2019-02-06 13:08:03,52,69,50,790,345,5
2019-12-30 00:44:05,63,43,90,303,256,2
2019-09-15 18:26:36,87,82,83,679,212,3
2019-05-08 11:20:53,21,91,90,712,180,1
2019-09-25 03:42:45,68,95,60,31,177,2
2019-10-24 02:08:52,62,59,45,899,15,0
2019-11-12 10:25:16,81,45,79,115,64,1
2019-01-29 17:07:01,31,58,59,872,282,7
2019-07-17 16:07:51,41,77,91,510,104,1
2019-05-14 00:57:35,63,30,17,166,43,1
2019-02-08 21:50:54,69,66,69,300,211,5
2019-03-06 08:12:27,80,61,32,462,173,2
2019-06-24 22:45:55,20,39,80,976,266,3
2019-10-08 08:56:57,91,64,52,973,154,1
2019-05-06 09:25:54,27,81,86,823,120,5
2019-12-15 04:38:08,39,79,98,698,139,5
2019-06-12 17:29:31,18,40,66,556,229,9
2019-12-19 03:33:31,78,64,16,302,132,1
2019-01-09 09:11:11,30,41,42,374,83,4
2019-09-23 01:38:06,66,72,98,769,11,8
2019-03-21 02:04:32,97,50,65,201,142,0
2019-09-14 03:39:19,10,78,94,878,170,9
2019-08-19 12:27:42,30,19,76,639,331,8
2019-08-09 14:56:14,52,82,61,581,200,8
2019-11-29 08:48:50,90,50,95,875,100,7
2019-05-10 18:44:07,31,86,79,377,149,6
2019-04-25 10:17:31,80,71,64,511,221,5
2019-02-06 16:39:41,79,80,62,728,309,2
2019-03-18 14:16:34,2,66,73,654,28,5
2019-09-12 04:26:51,42,81,61,394,204,8
2019-05-14 03:15:11,96,69,95,749,93,4
2019-05-19 23:23:06,65,40,81,617,227,1
2019-03-30 04:57:35,78,72,54,868,121,0
2019-08-19 03:20:22,51,87,46,112,4,6
2019-01-21 19:49:05,61,96,15,170,111,8
2019-12-17 13:08:51,59,16,78,201,318,6
2019-11-15 05:26:42,68,71,72,792,37,8
2019-06-12 15:57:22,64,29,50,841,191,3
2019-11-01 14:26:20,32,69,56,367,76,1
2019-03-23 06:48:10,13,38,62,676,99,3
2019-10-25 21:04:29,53,58,56,560,260,0
2019-01-10 09:07:08,55,58,83,268,333,8
2019-07-17 10:29:48,86,82,96,292,27,3
2019-09-30 21:41:46,10,36,44,637,174,0
2019-05-09 03:33:02,39,15,38,446,333,2
2019-07-11 01:34:44,77,71,80,453,276,0
2019-05-01 22:25:28,41,62,54,110,17,4
2019-12-18 05:51:25,37,79,97,415,38,3
2019-11-12 01:41:12,25,37,60,501,288,7
2019-06-03 05:31:08,99,86,88,722,25,7
2019-03-12 18:45:42,48,69,33,135,255,3
2019-09-14 04:40:09,42,18,51,757,98,2
2019-08-13 04:48:45,59,85,82,932,326,8
2019-07-08 06:05:49,80,75,76,362,321,5
2019-09-24 16:29:40,22,38,97,321,206,6
2019-08-03 22:45:20,89,60,37,2,92,9
2019-03-02 05:12:20,55,52,46,581,285,8
2019-05-03 07:42:29,27,74,63,853,221,5
2019-07-14 16:05:05,56,77,70,883,238,0
2019-10-06 17:50:47,87,55,64,637,324,6
2019-11-19 01:23:09,85,17,63,844,134,9
2019-01-28 14:13:21,25,79,86,229,238,3
2019-11-14 03:40:37,14,20,65,809,74,9
2019-03-19 21:32:52,30,43,91,718,102,7
2019-01-20 00:57:15,91,86,65,868,355,7
2019-09-20 23:23:36,38,69,46,911,228,8
2019-07-27 06:18:28,91,49,61,488,184,3
2019-04-09 04:10:58,35,68,98,281,147,3
2019-10-01 22:04:31,11,86,68,555,246,7
2019-12-01 23:00:16,24,62,89,542,7,7
2019-02-10 05:20:30,82,25,74,602,69,0
2019-06-06 03:50:40,44,9,69,411,96,0
2019-12-29 08:01:54,95,49,41,406,50,9
2019-05-22 04:01:19,21,17,53,647,58,7
2019-11-28 11:02:24,88,33,81,680,162,6
2019-08-04 01:45:59,9,80,17,785,63,2
2019-03-02 23:26:58,75,53,64,716,27,4
2019-10-03 08:04:22,2,44,14,462,270,9
2019-11-27 02:37:33,22,82,68,581,282,6
2019-03-16 18:00:55,47,81,68,112,243,8
2019-07-18 07:13:34,26,82,63,638,205,5
2019-05-10 02:31:18,4,67,97,838,296,7
2019-10-14 19:05:59,1,55,74,34,329,6
2019-07-28 04:03:48,54,78,78,835,19,4
2019-02-07 12:52:12,97,70,31,95,241,0
2019-03-26 23:02:22,90,34,51,103,94,2
2019-08-10 14:48:08,11,95,45,806,89,2
2019-02-24 07:54:41,62,42,72,900,282,2
2019-03-18 05:35:15,14,41,83,274,98,5
2019-02-18 14:46:10,37,76,26,467,331,3
2019-01-31 07:42:52,69,57,53,801,257,9
2019-06-15 10:15:20,96,55,44,950,124,9
2019-05-15 07:21:06,44,78,96,705,132,8
2019-12-15 12:56:01,21,97,79,466,162,0
2019-11-23 15:55:31,17,12,47,29,172,3
2019-04-14 08:48:11,88,29,65,974,239,5
2019-03-23 03:59:26,55,79,50,447,234,2
2019-07-11 05:34:50,73,32,62,35,335,4
2019-01-31 23:15:36,37,84,29,659,14,4
2019-10-21 04:18:50,15,78,2,592,114,7
2019-10-20 09:05:55,30,20,67,880,148,7
2019-04-13 17:35:12,39,93,41,323,185,8
2019-05-15 21:45:11,26,91,67,986,359,4
2019-06-01 14:51:47,39,74,61,413,25,5
2019-11-30 05:22:19,98,40,53,709,334,2
2019-11-01 15:45:57,10,78,77,873,171,1
2019-08-10 01:30:12,56,84,77,59,66,6
2019-03-11 06:25:33,6,70,76,553,34,2
2019-04-10 01:38:46,78,74,83,358,55,1
2019-03-13 15:11:56,85,82,82,68,85,0
2019-08-18 09:00:37,43,36,73,295,341,0
2019-07-05 21:12:15,12,46,42,430,213,6
2019-01-21 17:52:39,31,79,91,790,91,8
2019-08-30 22:21:40,4,74,8,615,235,9
2019-09-24 10:02:58,68,82,78,235,153,8
2019-05-05 01:12:08,76,25,53,186,176,8
2019-05-11 16:22:57,78,65,86,356,275,5
2019-01-02 04:09:17,67,40,89,221,71,9
2019-04-01 13:48:26,45,92,57,487,17,6
2019-05-20 18:26:48,94,83,47,662,118,9
2019-11-27 02:42:05,22,82,91,191,168,8
2019-08-16 19:30:48,4,36,26,411,273,3
2019-06-26 05:15:39,43,85,92,715,221,5
2019-02-04 03:01:06,36,34,34,403,358,2
2019-07-27 10:12:25,91,59,96,649,316,9
2019-02-14 06:01:39,77,97,48,180,100,5
2019-06-24 12:30:19,82,73,76,562,280,7
2019-10-23 00:22:19,0,64,89,824,241,7
